id_tweet,text,label
707301374057390080,Ojalá algún día se juzgue por crímenes contra la humanidad a los dirigentes europeos que han condenado a la muerte a los refugiados sirios.,0
682609731375083520,Desaparecida 9 años. Teléfono ANAR para Casos de Niños Desaparecidos #refugiados ,0
712378523814666240,"@user opinar. Si estuviera en Londres y tuviera una hija, no querría refugiados en mi área. Poner en riesgo a mi hija no lo vale. Pero",1
794242711146659840,#Entérate Operación militar en #Mosul deja más de 20 mil desplazados: @user.  ,0
731769029489229824,"Ayer en #PINEO #Renedo tuvieron debates sobre sexismo, refugiados/as y sesión de risoterapia. ¡Un día completo! ",0
701393200179589120,Los niños y niñas #refugiados son los más vulnerables. Necesitan ayuda:  ,0
731864321127370752,"HECHOS: Las instalaciones de las últimas OLIMPIADAS modernas en Grecia fueron abandonadas, ahora son usadas por refugiados (@user).",0
807958979607285760,"Refugiados, aventureros, esclavos y conquistadores: los migrantes a los que la comida peruana les debe su sabor… ",0
739057492697698304,Raad Salam: Detras de la crisis de refugiados esta la conquista silenciosa del Islam a Europa  vía @user,1
710821879569842176,"UNA GOTA MÁS DE SU TREMENDO SUFRIMIENTO
El llanto de una niña cuando le rapan el pelo en Idomeni  vía @user",0
739046325233278976,"Es justo reconocer el genocidio armenio, un genocidio del pasado. Ahora hay otro genocidio igual con los refugiados del pueblo sirio",0
693518116219920384,"Al menos 257 #refugiados  han muerto intentando pisar suelo heleno este primer mes de 2016;
 ",0
730812710934466560,"eldiario.es
Una treintena de menores sufrió agresiones y violaciones en un campo de refugiados turco
-Que conozcan los valores OTANISTAS?",0
709022750057308160,6 ayuntamientos sevillanos de IU retiran la bandera de la UE por su rechazo a los refugiados ,0
705699448450523136,#Urgente La CE propone 700 millones de ayuda…  #Internacionales #700millonesdeeuros #austria ,0
778129495127629824,"La plana mayor de Occidente parece empeñada en endosarnos a millones de musulmanes, y llamarlos refugiados es una mentira muy burda.",1
753887750949072896,¿Y si fuesen sus familias y amigos? EXIGIMOS compromiso de TODOS los gobiernos de la #UE para ayudar a los refugiados. #ApoyoCaravanaGrecia,0
725054434569535488,Ya a condenado  @user el trato de la policía griega a los refugiados. Ah.. no???????,0
782154405504311296,"""Cuatro refugiados pakistaníes violan a ..."" 
Vamos a ver, desde cuando está en guerra Pakistán? Por saber.",0
711996567440519168,"El derecho internacional no existe, solo existe el derecho de los poderosos. Qué bronca!!! pero no falta mucho,... ",0
804625456515444736,Fútbol solidario en #ElBercial ,0
781414864136785920,#NoticiasDelMundo Cuatro menores refugiados violan a otro en un centro de acogida de la…  ,1
691686857961267200,Fuerte crítica de #Banksy por el uso de #GasesLacrimògenos contra los #Refugiados en #London con un nuevo #graffiti ,0
755401977165647872,"La agresión del joven afgano, ""musulmán no radical"", enturbia el debate de los refugiados en Alemania  Por @user",1
777974067882328064,"PRI_Nacional: Debemos colocar a los migrantes, junto con sus derechos, dignidad y bienestar, en el centro del diál… ",0
746277090421522432,"@user @user @user SMI 655€/mes, todo muy solidario. Refugiados mueren y son tratados peor que animales. Vergüenza",0
801352590692786176,Tazas con versos para ayudar a los niños refugiados palestinos ¿Tienes la tuya? ¡Consíguela en su web!… ,0
706777745901142016,La OTAN gestionando el tema refugiados (invasión descontrolada) en nuestro mar. Preparaos para q cumplan su plan: meterlos a todos en Europa,1
779275786662576128,Declaración interreligiosa a favor de los migrantes forzosos y #refugiados  - Radio Vaticano ,0
796484480924008448,"@user Y otra perdedora clara es Merkel y su suicida política de admitir refugiados que no son tales , sino una invasiòn planificada.",1
796622095396511744,"Manipulación?... Terrible atentado islamista por culpa de los bombardeos de Europa. 
Más refugiados por favor!! ?? ",1
788790159408005120,"El Ministro se frota las manos. Apiña refugiados, logra el motín,  @user y le echa una mano. Mañana… ",0
808168614176161792,"Refugiados, aventureros, esclavos y conquistadores: los migrantes a los que la comida peruana ... ",0
754729487431036928,Una diputada sueca: 'Es normal que los refugiados tiendan a querer violar. Es algo cultural en sus países' ,1
760848276807712768,Si fuesen refugiados musulmanes otro gallo cantaría... ,1
806450033151377408,#SIGUEMEYTESIGO #TEAMFOLLOW Suecia acusa a cinco adolescentes refugiados de violar a un chico durante una hora ,1
725612323839336448,@user os invitamos a venir a la retamosa y colaborar con Save the Children y ayudar a los niños refugiados. ,0
735759509969240064,"“Idomeni. La vergüenza de Europa”, un recorrido fotográfico sobre los refugiados sirios en Grecia #photography ",0
807535611355639808,#Actualidad  Del campo de refugiados a los mandos de un avión militar: historia de una afgana de 26 años… ,0
726416055279611904,Los niños/as que son blancos de la violencia y huyen necesitan protección como refugiados. #NinezRefugiada ,0
803671058175979520,Podemos acogería a 100.000 refugiados musulmanes en Galicia y Vascongadas si gobierna en ambas comunidades tras el 25-S,0
730440407012646912,#Team_Wolf1 Alemania investiga la entrada al país de 40 presuntos islamistas radicales con los re...  #Team_Wolf1,1
731765523025956864,#Zamora Medio centenar de zamoranos pide dignidad para los refugiados ,0
703256735906136064,#Serbia asegura que  #Croacia y  #Eslovenia recibirán solo 500  #refugiados por día ,0
713686505164767232,Un cirujano que opera gratis y un funcionario que ayuda a #refugiados.  #ObrasdeMisericordia ,0
691729115007819776,Los voluntarios no les abandonan. Acompañandolos hasta el final. #Lesbos #refugiados  ,0
702954809670967296,"¿Qué opina de que miles de #refugiados que llegan a #UE, no reciben tratos humanitarios establecidos en leyes internacionales?@user",0
692082664011087872,"Acogemos a 19 #refugiados, aunque la derechona hablaba de riesgo de invasión. Qué cruel falta de humanidad ",0
786834778641330176,"La Fiscalía ha abierto investigación para evaluar si en localidad de Profitis se están violando leyes antirracistas
",0
796800409864126464,"#Refugiados: ""Maltratadas, discriminadas. Ellas también tienen razones para huir"". #Refugees.… ",0
793781991372185600,Se están ocultando los delitos que están continuamente cometiendo los refugiados. Es vergonzoso que se les permitan y oculten.,1
807517403450064896,"#StefanoCalabró (Calabria) ""Con fondos de la UE y ayuda de la universidad refaccionamos edificios para acoger refugiados y dignificarlos""",0
807494555692109824,@user me indigna es poco. Pero donde sale ja noticia? Xq sabemos q son refugiados o musulmanes?,0
705464583448891392,Un ciudadano alemán ha estado meses recopilando los delitos de refugiados y los publica en google maps. Resultado? ,0
701879823560527872,"Ser bombero y que te detengan y te encarcelen....por prestar ayuda humanitaria...no tiene precio ...#Refugiados
 ",0
707301242695983104,#Alemania: 'Epidemia de violaciones' por los #migrantes  … #inmigrantes #refugiados #migración,1
747861313985064960,@user ¿Pero que pequeño % ni que hostias? Que te crees que de los 15 millones de refugiados los 14 millones violan?,0
791336901210935296,"Rusia bombardeando escuelas en Siria y Eurapa, completamente resuelta actúa: cierra las fronteras a los #refugiados ",0
706223450705240064,@user @user la UE debería aceptar a todos los refugiados pero los musulmanes deberían ser enviados a otros países musulmanes,1
778506114887548928,"Soros invertirá 500 M€ en facilitar la invasión y posterior explotación de ""refugiados"" y migrantes en Europa ",1
714147185328308224,@user Son lo mismo. Y los refugiados no me dan pena. Son musulmanes. No querer ayuda de la cruz roja por llevar una cruz. Ejem.,1
675655910270746624,"Retweeted UNICEF ComitéEspañol (@user):
30 millones de niños #refugiados huyen de guerras, violencia y... ",0
788118199518855168,Eso no le interesa ponerlo. Que los musulmanoidespsicópatas tiren refugiados cristianos no interesa.Si lo dices ere… ,1
721259328364085248,"@user Papa: crisis de refugiados es ""peor catástrofe humanitaria"" de la posguerra  #TeleVansBH #BHVans",0
691815376812904448,"#Google ""donó"" 5,3 millones de aparatos de rastreo e invasión de privacidad a #refugiados  ",0
709012849847185408,"El PSOE exige a Rajoy consensuar en el Congreso la posición ante los refugiados: ""En ello va la dignidad de España"": La secretaria de...",0
699289697659523072,"se ""acusa"" a #Merkel de ser demasiado cristiana y por eso, de respetar el #derecho de los #refugiados a ayuda... :P",0
780662050976563200,"#Diversos! #Iguales! Y con Derecho a #AsistenciaSanitariaDigna
Colabora!
@user 
 ",0
719443327892852736,"Retweeted Europa Press (@user):
Macedonia dispersa con gases lacrimógenos a cientos de refugiados en la... ",0
794502982737936384,Menores de edad abandonan el centro de refugiados de Calais ,0
762264961301245952,"@user @user En cambio los refugiados nos aportan atentados, machetazos, decapitaciones y violaciones en masa",1
762941822675148800,"Los ""refugiados"" musulmanes son parte de una invasión islámica de Europa. Si son musulmanes que se queden en Turquía que es un país seguro.",1
726419955252617216,"Patriotero: 
-Europa niega entrada a refugiados sirios, hipócritas! 
-Hay que sacar a los colombianos porq todos son paracos, nos invaden!",0
720688593350615040,"Otra de las ""grandes ideas"" de Tsipras ha sido organizar unas maniobras militares ""sorpresa"" en #Idomeni. Los refugiados nunca lo olvidaran.",0
758286793640902656,"Sólo el 2% de los ""refugiados"" que han invadido Alemania están empleados en trabajos remunerados. ",1
759807536375685120,@user  #FERROVIAL Acusado de crimenes contra la humanidad en #NAURU Y #MANUS  #CIE #refugiados,0
798924283925983232,@user El drama de los refugiados cristianos en Alemania: víctimas de 743 ataques por parte de musulmanes,1
699153071868350464,"Aquí mi primer #reportaje de #Lesbos - Las pequeñas organizaciones, claves en la ayuda a #refugiados  @user",0
724492296394293248,"Grupo de refugiados sirios descansa tras cruzar frontera Grecia-Macedonia. Ilegales, trigo limpio, invasores y tal ",1
718333321147768832,Restaurantes de Madrid y Barcelona en una campaña solidaria que recauda fondos para los refugiados  vía @user,0
798456174756511744,LO PEOR ESTÀ POR LLEGAR El ISIS instruye a sus soldados para colarse como refugiados en Europa  vía @user,1
737521622630817792,"Paren esta puta mierda de sociedad mundial, que están creando entre 4 criminales, que yo me bajo!!! #Refugiados ",0
807957283548303360,#Refugiados raptaron y violaron a una mujer alemana que estaba aturdida a las puertas de un bar  #ciesno? #MordazaUAM,1
719441255034417152,"Idomeni+ refugiados ?otra marcha verde? Con niños, mujeres y ancianos conquistó Marruecos el Sahara español",1
806459862301413376,"Así es el neomachismo. Ante esta denuncia, el señor @user me sale con ""ya, pero los refugiados violan en… ",0
712630518425124864,IU presentará mociones en los ayuntamientos conquenses para que acojan a refugiados sirios ,0
718049885442981888,"@user @user @user @user refugiados ,terroristas islamistas, quien sabe, pero garzon les quiere aqui",1
680332646686261248,Un Jesús negro atrapado en la frontera Serbia-Hungría. Christopher Furlong. #refugiados ,0
708030992125136896,#ONU dice que #UE violenta DD.HH. de refugiados que expulsa colectivamente de sus costas  ,0
775329796800774144,"@user ¿Daesh ofreciendo dinero a quien ""caza"" ""refugiados"" (malos musulmanes) que huyen del islam que es el Daesh? Ummm, no será...",0
781809852381208576,"La UE solo se ha repartido el 3,5% de los refugiados que prometió hace un año.   @user",0
689396144821002240,TIENES LA PALABRA: Cursos de castellano para niños en situación de asilo en Segovia #UNED #Refugiados ,0
766162599750795264,Alemania: Afganos refugiados musulmanes violan a un niño de 4 años en el interior del asilo ,1
719446301646172160,"La Policía macedonia ‘secuestra’, tortura y usa gases lacrimógenos contra los refugiados sirios",0
747840896461316096,"huyen de la violencia y los reciben en Europa con más violencia, se les llama refugiados y no se les da refugio,... ",0
776141386265526272,MiamiDiario - Estudiante venezolana forma parte de equipo creador de aplicación para ayudar a refugiados ,0
